Name,Actual_WAR,Predicted_WAR
,-0.1,0.8
,1.8,1.5444837790797128
,-0.5,0.1
,-0.6,0.2
,1.6,0.5
,5.0,4.4
,1.7,0.3
,1.1,0.6
,-0.1,-0.5
,-0.7,0.8
,1.5,0.1
,0.3,1.1
,6.7,4.410879084699815
,1.6,1.1
,0.1,0.5
,0.2,1.2
,3.8,2.0
,0.1,0.3
,0.4,0.6
,0.5,0.6
,-0.1,0.2
,-0.3,1.39429804251678
,0.2,0.9
,0.5,1.1
,2.3,0.8978288647804927
,0.8,0.8
,1.5,1.1
,1.2,0.26534541520734967
,-0.4,0.2
,0.5,0.1
,3.1,2.6
,0.1,-0.1
,0.6,0.2
,-0.1,-0.4
,0.1,1.1
,2.0,0.5
,1.2,0.8
,-0.7,-0.5
,0.1,0.31617618416637333
,1.2,0.8
,4.1,4.4
,-0.9,-0.3
,-0.4,-0.4
,0.1,-0.5
,0.3,3.0
,-0.2,0.4
,0.3,1.1
,0.1,0.5
,0.1,-0.3
,2.6,0.8
,-0.1,0.3
,6.0,1.2
,-0.8,-0.6
,7.0,1.9
,0.1,0.5
,0.2,-0.5
,1.2,0.4
,-0.6,0.5
,-0.1,-0.5
,3.5,0.7
,0.1,-0.3
,3.1,2.4
,0.5,0.1
,-0.2,1.0
,0.2,0.4
,-0.4,-0.4
,-0.1,-0.4
,4.4,1.9
,-0.1,1.3
,0.4,0.9
,8.1,8.762022022294914
,1.1,0.5
,1.8,1.2
,2.6,1.8
,-0.4,0.3
,-0.8,-0.5
,1.8,0.6
,0.2,0.7
,4.3,1.6
,1.8,2.8
,2.7,1.7
,-0.3,-0.5
,1.2,1.3925848822250997
,2.5,1.9
,1.0,1.3
,-0.9,-0.5
,8.1,7.575927236913603
,6.5,2.3
,0.3,1.7
,-0.1,0.3
,-0.6,-0.5
,2.5,1.5
,1.2,0.3
,2.3,3.4
,4.2,1.8
,0.2,-0.4
,-0.5,1.3
,0.2,1.0
,6.3,3.1
,-0.2,0.5
,1.9,1.7004099421411025
,0.4,1.9
,1.3,0.5
,0.1,2.2
,2.5,2.1
,-0.6,0.2
,1.5,2.7
,0.5,0.4
,0.3,0.9
,0.4,0.8
,-0.5,1.0
,4.0,4.8
,0.3,1.5
,4.3,2.6
,4.3,5.1
,-0.2,-0.45518205449738636
,-0.7,-0.6
,0.2,2.0
,0.5,2.0
,1.3,1.3
,-0.3,-0.3
,-0.4,0.2
,-0.1,-0.4
,-0.2,1.7
,-0.3,-0.4
,5.3,3.3
,0.1,1.7
,9.2,5.959755833117206
